1,Royal Bank of Canada,,,2023-10-13 11:00:06,'2023-10-30 12:43:01'),lender_type,asset_specializations,is_land_lender,is_construction_lender,is_commercial_lender
945,2779006 Ontario Inc,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Other,general,0,0,0
946,Spike &amp; Stone Inc,,,2023-10-13 11:14:59,'2023-10-30 12:43:01'),Other,general,0,0,0
947,Tookey Management Ltd,,,2023-10-13 11:14:59,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
948,Mr G Investments Ltd,,,2023-10-13 11:14:59,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
949,Angus Motel Inc,,,2023-10-13 11:15:00,'2023-10-30 12:43:01'),Other,hospitality,0,0,0
950,Zapfe Holdings Inc,,,2023-10-13 11:15:00,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
951,1898349 Ontario Inc,,,2023-10-13 11:15:01,'2023-10-30 12:43:01'),Other,general,0,0,0
952,2134466 Ontario Cor,,,2023-10-13 11:15:01,'2023-10-30 12:43:01'),Other,general,0,0,0
953,2542526 Ontario Ltd,,,2023-10-13 11:15:01,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
954,365 Investment Partners Ltd,,,2023-10-13 11:15:01,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
955,Waltmar Capital Inc,,,2023-10-13 11:15:01,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
956,Copperfin Credit Union Ltd,,,2023-10-13 11:15:01,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
957,Six Hill Investments and 6 other,,,2023-10-13 11:15:01,'2023-10-30 12:43:01'),Other,general,0,0,0
958,Moya Financial Credit Union Ltd,moyafinancial.ca,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
959,Bateman Holdings Inc,,,2023-10-13 11:15:03,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
960,Rose Leto Professional Corp and 19 other,,,2023-10-13 11:15:03,'2023-10-30 12:43:01'),Other,general,0,0,0
961,Cedar City Riverbend Inc,,,2023-10-13 11:15:03,'2023-10-30 12:43:01'),Other,general,0,0,0
962,2547093 Ontario Ltd,,,2023-10-13 11:15:03,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
963,2391393 Ontario Inc,,,2023-10-13 11:15:03,'2023-10-30 12:43:01'),Other,general,0,0,0
964,Royal Bak of Canada,,,2023-10-13 11:15:03,'2023-10-30 12:43:01'),Other,general,0,0,0
965,Kennedy Gateway Inc,,,2023-10-13 11:15:03,'2023-10-30 12:43:01'),Other,general,0,0,0
966,11076019 Canada Ltd,,,2023-10-13 11:15:03,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
967,2276118 Ontario Inc,,,2023-10-13 11:15:04,'2023-10-30 12:43:01'),Other,general,0,0,0
968,808999 Ontario Inc,,,2023-10-13 11:15:04,'2023-10-30 12:43:01'),Other,general,0,0,0
969,Yit Holdings Inc,,,2023-10-13 11:15:04,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
970,Olympia Trust Co,olympiatrust.com,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
971,Kingstown Investments Inc,,,2023-10-13 11:15:04,'2023-10-30 12:43:01'),Other,general,0,0,0
972,West Barrack Kingston Holdings Inc,,,2023-10-13 11:15:04,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
973,1241460 Ontario Inc,,,2023-10-13 11:15:04,'2023-10-30 12:43:01'),Other,general,0,0,0
974,1882802 Ontario Inc,,,2023-10-13 11:15:05,'2023-10-30 12:43:01'),Other,general,0,0,0
975,Ardex Capital Mangement Inc,,,2023-10-13 11:15:05,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
976,Fitness Forum Inc,fitnessforum.biz,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Other,general,0,0,0
977,1000008326 Ontario Inc,,,2023-10-13 11:15:15,'2023-10-30 12:43:01'),Other,general,0,0,0
978,2662435 Ontario Inc,,,2023-10-13 11:15:15,'2023-10-30 12:43:01'),Other,general,0,0,0
979,1901208 Ontario Inc,,,2023-10-13 11:15:15,'2023-10-30 12:43:01'),Other,general,0,0,0
980,Xquisite Capital Cor,,,2023-10-13 11:15:15,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
981,811702 Ontario Ltd,,,2023-10-13 11:15:15,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
982,2469824 Ontario Inc,,,2023-10-13 11:15:15,'2023-10-30 12:43:01'),Other,general,0,0,0
983,Sandleaf Developments Inc,,,2023-10-13 11:15:15,'2023-10-30 12:43:01'),Development Company,general,0,0,0
984,Di Poce Real Estate Holdings Ltd,,,2023-10-13 11:15:16,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
985,2076124 Ontario Inc,,,2023-10-13 11:15:16,'2023-10-30 12:43:01'),Other,general,0,0,0
986,Olympia Trust Company,olympiafinancial.com,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
987,W Martens&#039; Greenhouses Inc,,,2023-10-13 11:15:16,'2023-10-30 12:43:01'),Other,general,0,0,0
988,2459258 Ontario Ltd,,,2023-10-13 11:15:16,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
989,J2DM Management Inc,,,2023-10-13 11:15:17,'2023-10-30 12:43:01'),Other,general,0,0,0
990,1504952 Ontario Inc,,,2023-10-13 11:15:17,'2023-10-30 12:43:01'),Other,general,0,0,0
991,2690083 Ontario Inc,,,2023-10-13 11:15:17,'2023-10-30 12:43:01'),Other,general,0,0,0
992,Bridge St Lands Inc,,,2023-10-13 11:15:17,'2023-10-30 12:43:01'),Other,land,1,0,0
993,Miedema&#039;s Auto Body Ltd,,,2023-10-13 11:15:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
994,Royalex Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Other,general,0,0,0
995,Markato GP Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Other,general,0,0,0
996,328 Bloor West GP Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Other,general,0,0,0
997,First Capital Holdings (Ontario),,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
998,10972827 Canada Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Other,general,0,0,0
999,1725921 Ontario Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Other,general,0,0,0
1000,AA Universal Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Other,general,0,0,0
1001,Metropolitan Square Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Other,general,0,0,0
1002,Travelers Insurance Company of Canada,travelers.com,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Insurance Company,general,0,0,0
1003,The Trustees of Bloor Street United Church,bloorstreetunited.org,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
1004,Gatcombe Medallion Properties Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1005,2379338 Ontario Inc,,,2023-10-13 11:15:18,'2023-10-30 12:43:01'),Other,general,0,0,0
1006,Bruce Hatherley Holdings Inc,,,2023-10-13 11:15:19,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1007,3412-8 Line Investment Cor,,,2023-10-13 11:15:19,'2023-10-30 12:43:01'),Other,general,0,0,0
1008,Munshaw Farms Ltd,,,2023-10-13 11:15:27,'2023-10-30 12:43:01'),Major Bank,agricultural,0,0,0
1009,Extend Financial Ltd,,,2023-10-13 11:15:28,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1010,1156664 Ontario Inc,,,2023-10-13 11:15:31,'2023-10-30 12:43:01'),Other,general,0,0,0
1011,1509328 Ontario Ltd,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1012,1000141947 Ontario Inc,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Other,general,0,0,0
1013,2530173 Ontario Cor,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Other,general,0,0,0
1014,1007282 Ontario Ltd,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1015,Windcor Enterprises Ltd,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1016,Queensville Properties Development Cor,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1017,2622301 Ontario Ltd,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1018,301099 Ontario Ltd,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1019,Chartwell Master Care Cor,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Other,general,0,0,0
1020,Oak Ridge Seaton Inc,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Other,general,0,0,0
1021,Federation des Caisse Desjardins de Quebec,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
1022,Federation des Caisses Desjardins du Quebec,desjardins.com,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
1023,561650 Ontario Ltd,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1024,Jerelin Ltd,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1025,2230059 Ontario Inc,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Other,general,0,0,0
1026,Sky Mortgage Cor,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Other,residential,0,0,0
1027,2822262 Ontario Inc,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Other,general,0,0,0
1028,Country Wide Homes Upper Thornhill Estates Inc,,,2023-10-13 11:15:32,'2023-10-30 12:43:01'),Other,general,0,0,0
1029,Kingsett Real Estate Growth GP No 8 Inc,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Other,general,0,0,0
1030,OSC Constructors ULC,lcslab.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01'),Other,general,0,0,0
1031,Hilltop Florists Ltd,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1032,Dez Cor,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Other,general,0,0,0
1033,Taffycroft Enterprises Inc,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Other,general,0,0,0
1034,MHZ Capital Group Ltd,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1035,Menzies Developers Inc,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Other,general,0,0,0
1036,JRJ Frontier Holdings Inc,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1037,Curtis Family Holding Inc,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Other,general,0,0,0
1038,2488170 Ontario Inc,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Other,general,0,0,0
1039,Silver Oak Developers Inc,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Other,general,0,0,0
1040,Hallman Construction Ltd,,,2023-10-13 11:15:33,'2023-10-30 12:43:01'),Major Bank,construction,0,1,0
1041,Schramek Holdings Inc,,,2023-10-13 11:15:34,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1042,Minova Developments Inc,,,2023-10-13 11:15:34,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1043,1138224 Ontario Ltd,,,2023-10-13 11:15:34,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1044,750985 Ontario Inc,,,2023-10-13 11:15:34,'2023-10-30 12:43:01'),Other,general,0,0,0
1045,1457413 Ontario Inc,,,2023-10-13 11:15:34,'2023-10-30 12:43:01'),Other,general,0,0,0
1046,Glendra Farms Ltd,,,2023-10-13 11:15:34,'2023-10-30 12:43:01'),Major Bank,agricultural,0,0,0
1047,Caisse Desjardins du Coeur-des-Vallee,,,2023-10-13 11:15:34,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
1048,TJG Properties Inc,,,2023-10-13 11:15:35,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1049,"Mwanza Investments Corporation Inc, in Trust",,,2023-10-13 11:15:35,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
1050,Miedema&#039;s Motor Sales Ltd,,,2023-10-13 11:15:35,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1051,Elmira Pump Company Inc,,,2023-10-13 11:15:35,'2023-10-30 12:43:01'),Other,general,0,0,0
1052,Krez Holdings Inc,,,2023-10-13 11:15:35,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1053,100045284 Ontario Inc,,,2023-10-13 11:15:35,'2023-10-30 12:43:01'),Other,general,0,0,0
1054,2643303 Ontario Inc,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Other,general,0,0,0
1055,982404 Ontario Inc,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Other,general,0,0,0
1056,2233215 Ontario Inc,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Other,general,0,0,0
1057,Canadian Western Trust Co and 7 other,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
1058,Doug Wright Real Estate Ltd,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1059,Mod-Aire Homes Ltd,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1060,Terden Construction Inc,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Other,construction,0,1,0
1061,Spenerly Holding Cor,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Other,general,0,0,0
1062,Kawartha Lakes Community Futures Development Cor,,,2023-10-13 11:15:36,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1063,GSI Holdings Ltd,,,2023-10-13 11:15:41,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1064,Addison Wealth Management Inc,,,2023-10-13 11:15:41,'2023-10-30 12:43:01'),Other,general,0,0,0
1065,Lake Holdings Inc,,,2023-10-13 11:15:42,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1066,BDC Capital Inc,bdcnewengland.com,,2023-12-02 13:34:31,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1067,The Toronto-Ontario Bank,,,2023-10-13 11:15:42,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1068,1077342 Ontario Inc,,,2023-10-13 11:15:42,'2023-10-30 12:43:01'),Other,general,0,0,0
1069,1444967 Ontario Ltd,,,2023-10-13 11:15:42,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1070,5014152 Ontario Inc,,,2023-10-13 11:15:42,'2023-10-30 12:43:01'),Other,general,0,0,0
1071,2544554 Ontario Inc,,,2023-10-13 11:15:42,'2023-10-30 12:43:01'),Other,general,0,0,0
1072,Westcan Travel Ltd,,,2023-10-13 11:15:46,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1073,TSH-155NoikDr Inc,,,2023-10-13 11:15:46,'2023-10-30 12:43:01'),Other,general,0,0,0
1074,2131570 Ontario Inc,,,2023-10-13 11:15:46,'2023-10-30 12:43:01'),Other,general,0,0,0
1075,5019203 Ontario Inc and 5 other,,,2023-10-13 11:15:46,'2023-10-30 12:43:01'),Other,general,0,0,0
1076,2708797 Ontario Inc,,,2023-10-13 11:15:46,'2023-10-30 12:43:01'),Other,general,0,0,0
1077,Skyhigh Investments Inc,,,2023-10-13 11:15:46,'2023-10-30 12:43:01'),Other,general,0,0,0
1078,Tonick Holdings Inc,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1079,ADJ Holdings Inc,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1080,Davenport Management Ltd,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1081,Bodean Properties Ltd,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1082,Caisse Desjardins de Sault-au-Recollet-Montreal-Nord,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
1083,Hillmount Capital Mortgage Holdings Inc,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
1084,2167661 Ontario Ltd,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1085,Bravo Construction Ltd,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Major Bank,construction,0,1,0
1086,196 Dunn Ave Inc,,,2023-10-13 11:15:47,'2023-10-30 12:43:01'),Other,general,0,0,0
1087,Caisse Desjardins Ontario Credit Unions Inc,,,2023-10-13 11:15:48,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1088,MJ Asset Management Ltd,,,2023-10-13 11:15:48,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1089,2160455 Ontario Ltd,,,2023-10-13 11:15:49,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1090,Ontario Infrastructure and Lands Corporatio,infrastructureontario.ca,,2023-12-02 13:34:31,'2023-10-30 12:43:01'),Other,land,1,0,0
1091,K-W Naval Associatio,,,2023-10-13 11:16:14,'2023-10-30 12:43:01'),Other,general,0,0,0
1092,The Roman Catholic Episcopal Corp of Ottawa,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Other,general,0,0,0
1093,2342878 Ontario Inc,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Other,general,0,0,0
1094,2577909 Ontario Inc,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Other,general,0,0,0
1095,Dravidian Management Ltd,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1096,Broadview Faith Temple,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Other,general,0,0,0
1097,Broadview Place Ltd,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1098,1000032988 Ontario Inc,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Other,general,0,0,0
1099,Ault FH Ltd,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1100,Spartin Inc,spartinplanning.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01'),Other,general,0,0,0
1101,Spatin Inc,,,2023-10-13 11:16:15,'2023-10-30 12:43:01'),Other,general,0,0,0
1102,Regent Pomerleau Holdings Ltee,,,2023-10-13 11:16:16,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1103,The Roman Catholic Episcopal Corporatio,,,2023-10-13 11:16:16,'2023-10-30 12:43:01'),Other,general,0,0,0
1104,MarshalZehr Group Inc,,,2023-10-13 11:16:16,'2023-10-30 12:43:01'),Other,general,0,0,0
1105,1000456191 Ontario Ltd,,,2023-10-13 11:16:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1106,Cirrus Developments Ltd,,,2023-10-13 11:16:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1107,Jerland Realty Ltd,,,2023-10-13 11:16:17,'2023-10-30 12:43:01'),Major Bank,land,1,0,0
1108,1517925 Ontario Inc,,,2023-10-13 11:16:17,'2023-10-30 12:43:01'),Other,general,0,0,0
1109,2284622 Ontario Inc,,,2023-10-13 11:16:17,'2023-10-30 12:43:01'),Other,general,0,0,0
1110,BCP Developments 1 Inc,,,2023-10-13 11:16:17,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1111,Westney Property Investments Inc,,,2023-10-13 11:16:17,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1112,2486990 Ontario Inc,,,2023-10-13 11:16:22,'2023-10-30 12:43:01'),Other,general,0,0,0
1113,Spacebuilders Ottawa Ltd,,,2023-10-13 11:16:22,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1114,Silvestri Homes Inc,,,2023-10-13 11:16:22,'2023-10-30 12:43:01'),Other,general,0,0,0
1115,2690015 Ontario Inc,,,2023-10-13 11:16:22,'2023-10-30 12:43:01'),Other,general,0,0,0
1116,1608316 Ontario Inc,,,2023-10-13 11:16:23,'2023-10-30 12:43:01'),Other,general,0,0,0
1117,1602850 Ontario Ltd,,,2023-10-13 11:16:23,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1118,Chisholm LI GP Inc,,,2023-10-13 11:16:23,'2023-10-30 12:43:01'),Other,general,0,0,0
1119,Valiant Investments Ltd,,,2023-10-13 11:16:23,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1120,2166973 Ontario Inc and 12 other,,,2023-10-13 11:16:23,'2023-10-30 12:43:01'),Other,general,0,0,0
1121,2751757 Ontario Inc,,,2023-10-13 11:16:23,'2023-10-30 12:43:01'),Other,general,0,0,0
1122,Wobocorp Ltd,,,2023-10-13 11:16:23,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1123,Lucky Bear Services Ltd,,,2023-10-13 11:16:27,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1124,Lee-Mar Developments ULC,,,2023-10-13 11:16:27,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1125,Tanem Properties Ltd,,,2023-10-13 11:16:28,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1126,1473714 Ontario Ltd,,,2023-10-13 11:16:28,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1127,2642235 Ontario Inc,,,2023-10-13 11:16:28,'2023-10-30 12:43:01'),Other,general,0,0,0
1128,2757431 Ontario Cor,,,2023-10-13 11:16:28,'2023-10-30 12:43:01'),Other,general,0,0,0
1129,Golden Bowl Restaurant Inc,,,2023-10-13 11:16:28,'2023-10-30 12:43:01'),Other,general,0,0,0
1130,228870 Developments Ltd,,,2023-10-13 11:16:28,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1131,Sunland Landscape Inc,,,2023-10-13 11:16:29,'2023-10-30 12:43:01'),Other,land,1,0,0
1132,JE Moore Holdings Ltd,,,2023-10-13 11:16:29,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1133,Nealeco Investments Inc,,,2023-10-13 11:16:34,'2023-10-30 12:43:01'),Other,general,0,0,0
1134,534609 Ontario Ltd,,,2023-10-13 11:16:35,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1135,Lift Capital Inc and 28 other,,,2023-10-13 11:16:35,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1136,Bank on Montreal,,,2023-10-13 11:16:37,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1137,Maple Corp Investment,,,2023-10-13 11:16:37,'2023-10-30 12:43:01'),Other,general,0,0,0
1138,Pieter &amp; Catherine Vo,,,2023-10-13 11:16:37,'2023-10-30 12:43:01'),Other,general,0,0,0
1139,Binbrook Holdings Ltd,,,2023-10-13 11:16:37,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1140,Aldenhill Developments Ltd,,,2023-10-13 11:16:37,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1141,Shazu Financial Services Inc,,,2023-10-13 11:16:38,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
1142,Clarke Holdings (London) Inc,,,2023-10-13 11:16:38,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1143,2119630 Ontario Ltd,,,2023-10-13 11:16:40,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1144,2068893 Ontario Ltd,,,2023-10-13 11:16:41,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1145,Stargate Logistics Ltd,stargatelogistics-ng.com,,2023-12-02 13:34:31,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1146,Brassroots Capital Loan Cor,,,2023-10-13 11:16:42,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1147,1986485 Ontario Ltd,,,2023-10-13 11:16:43,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1148,3-K Leasing Ltd,,,2023-10-13 11:16:43,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1149,2090572 Ontario Inc,,,2023-10-13 11:16:43,'2023-10-30 12:43:01'),Other,general,0,0,0
1150,1000175179 Ontario Inc,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Other,general,0,0,0
1151,2637897 Ontario Ltd,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1152,1455135 Ontario Inc,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Other,general,0,0,0
1153,786724 Ontario Ltd,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1154,Rockport Merton Inc,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Other,general,0,0,0
1155,InnVest Nominee VIII Ltd,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Major Bank,hospitality,0,0,0
1156,Portgage Capital Nominee Cor,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
1157,KS 7521 Tranmere Inc,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Other,general,0,0,0
1158,Greycan 10 Properties Inc,,,2023-10-13 11:16:44,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1159,Ontari Holdings Ltd,,,2023-10-13 11:16:45,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1160,Dorsay Development Cor,,,2023-10-13 11:16:45,'2023-10-30 12:43:01'),Development Company,general,0,0,0
1161,5030282 Ontario Ltd,,,2023-10-13 11:16:45,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
1162,2035455 Ontario Inc,,,2023-10-13 11:16:45,'2023-10-30 12:43:01'),Other,general,0,0,0
1163,West Rosehill Holdings Inc,,,2023-10-13 11:16:45,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
