(1,'Canal City Realty Limited','Thorold','Niagara S','','','Serge Anthony Carpino','2023-12-20 16:16:14','2023-12-20 16:16:14'),
(1322,'Red Door Realty Ltd. Brokerage','London','Middlesex County','','','Dorothy-ann Foster','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1323,'Revel Realty Inc.','London','Middlesex County','revelrealty.ca','','','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1324,'Richart Realty Inc.','London','Middlesex County','','','Richard Albert Miller','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1325,'Rinehart Realty Inc.','London','Middlesex County','rinehartrealty.ca','','Charles Joseph Rinehart','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1326,'Royal Welcome Realty Inc.','London','Middlesex County','','','Marcus Anthony Olivastri','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1327,'Sam Singh Realty Inc.','London','Middlesex County','samsingh.ca','','Sanjeev Samuel Singh','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1328,'Sean Kramins Real Estate Brokerage','London','Middlesex County','','','Sean Scott Kramins','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1329,'Sean Scott Kramins','London','Middlesex County','','','','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1330,'Shmukler Realty Inc.','London','Middlesex County','michaelshmukler.com','','Michael Shmukler','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1331,'Shrine Realty Brokerage Ltd.','London','Middlesex County','','','Namrata Vishal Kothari','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1332,'Sirius Realty Inc.','London','Middlesex County','','','Roman Alexander Kachmarsky','2024-01-31 12:11:50','2023-12-20 16:44:21'),
(1333,'Streetcity Realty Inc.','London','Middlesex County','','','','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1334,'Stronghold Real Estate Inc','London','Middlesex County','strongholdinc.com','','Jason Daniel Parkinson','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1335,'Supermax Realty Inc.','London','Middlesex County','','','Gagandeep Singh','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1336,'Sutton Group - Hodgson Realty Inc.','London','Middlesex County','execulink.com','','Paula Wynn Hodgson','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1337,'Sutton Group - Select Realty Inc.','London','Middlesex County','sutton.com','','Dylan Michael Sworik','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1338,'Sutton Group Chapman Realty Inc.','London','Middlesex County','teamchapman.com','','Jeffrey J Chapman','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1339,'Sutton Group Pawlowski & Company Real Estate Brokerage Inc.','London','Middlesex County','newhomexpert.com','','Randy Dean Pawlowski','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1340,'Sutton Group Preferred Realty Inc.','London','Middlesex County','sgpref.ca','','','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1341,'Swo Realty Inc.','London','Middlesex County','sworealty.ca','','Rene Bouchard','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1342,'Team Glasser Real Estate Brokerage Inc.','London','Middlesex County','teamglasser.com','','Michael J. Glasser','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1343,'The Gunn Real Estate Group Inc.','London','Middlesex County','scottgunn.ca','','Robert Scott Gunn','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1344,'The Pelican Group Real Estate Services Inc.','London','Middlesex County','thepelicangroup.ca','','Gillian Margaret Fowler','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1345,'The Realty Firm Inc.','London','Middlesex County','therealtyfirm.ca','','Sandra Tavares','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1346,'The Realty Firm Prestige Brokerage Inc.','London','Middlesex County','makeitrains.ca','','Gregory Paul Rains','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1347,'Thrive Realty Group Inc.','London','Middlesex County','thriverealtygroup.ca','','','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1348,'Toptree Realty Inc.','London','Middlesex County','','','Jun Huang','2024-01-31 12:11:50','2023-12-20 16:44:21'),
(1349,'Tri Capital Realty Inc.','London','Middlesex County','tricaprealty.ca','','Summit Sud','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1350,'Triland Premier Brokerage Inc.','London','Middlesex County','purdyrealestate.ca','','William Scott Purdy','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1351,'Triland Realty Ltd.','London','Middlesex County','royallepage.ca','','Peter Douglas Meyer','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1352,'United Realty Services Inc.','London','Middlesex County','unitedrealtyservices.ca','','Carol Ann Richmond','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1353,'Van Bart Real Estate Brokerage Inc.','London','Middlesex County','vanbart.ca','','Brian Van Bart','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1354,'Virtue Realty Inc.','London','Middlesex County','virtuerealty.ca','','Heather Eileen Virtue','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1355,'Vision Network Real Estate Ltd.','London','Middlesex County','terryguest.com','','Terrence A Guest','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1356,'W. Bickley Real Estate Ltd.','London','Middlesex County','bickley.ca','','William Bickley','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1357,'Wah Homes Realty Inc.','London','Middlesex County','','','Riaz Akhtar','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1358,'Way Up Realty Inc.','London','Middlesex County','','','Jun Zhang','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1359,'Welcome Home Homes Inc.','London','Middlesex County','welcomehomehomes.ca','','Irwin I Zaifman','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1360,'Wellington Realty Group Incorporated','London','Middlesex County','lansink.ca','','Bernardus J. Lansink','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1361,'Zolo Realty (ontario) Inc.','London','Middlesex County','zolo.ca','','','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1362,'Zoocasa Realty Inc.','London','Middlesex County','zoocasa.com','','','2023-12-20 16:44:21','2023-12-20 16:44:21'),
(1363,'1881384 Ontario Inc.','Meaford','Grey County','royallepage.ca','','Douglas Robert Tunis','2023-12-20 16:49:36','2023-12-20 16:49:36'),
(1364,'Ara Real Estate Brokerage Ltd.','Meaford','Grey County','meafordgolf.com','','Ivan J. Alderdice','2023-12-20 16:49:36','2023-12-20 16:49:36'),
(1365,'Re/max Grey Bruce Realty Inc','Meaford','Grey County','remaxgreybruce.ca','','','2023-12-20 16:49:36','2023-12-20 16:49:36'),
(1366,'1000335997 Ontario Inc.','Milton','Halton Region','','','Wael Mohamed Elzarka','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1367,'Aaa Realty Inc.','Milton','Halton Region','aaarealty.ca','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1368,'Agentopia Inc.','Milton','Halton Region','minmaxx.com','','Naveed Mazhar','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1369,'Ali Siddiqui Realty Corporation','Milton','Halton Region','','','Ali Siddiqui','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1370,'Attia & Associates Inc.','Milton','Halton Region','myprorealtors.ca','','Andrew Attia','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1371,'Bahia Realty Group Inc.','Milton','Halton Region','thebahiateam.com','','Jaswinder Singh Bahia','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1372,'Blueprint Realty Inc.','Milton','Halton Region','','','Masoud Nasserie','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1373,'Bounce Brokerage Ltd.','Milton','Halton Region','bouncebrokerage.com','','Elissa Williamson','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1374,'Century 21 Green Realty Inc.','Milton','Halton Region','c21.ca','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1375,'Century 21 Heritage Group Ltd.','Milton','Halton Region','','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1376,'Century 21 Red Star Realty Inc.','Milton','Halton Region','niksharma.com','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1377,'Double Double Realty Inc.','Milton','Halton Region','','','Uthayasankar Thurairajah','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1378,'Forest Hill Real Estate Inc','Milton','Halton Region','foresthill.com','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1379,'Innovators Realty Inc.','Milton','Halton Region','','','Vanora Darlene Spreen','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1380,'Ipro Realty Ltd','Milton','Halton Region','iprorealty.com','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1381,'Kerr Realty Management Ltd.','Milton','Halton Region','','','Lorraine Anne Kerr','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1382,'King Realty Inc.','Milton','Halton Region','','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1383,'Listings Inc.','Milton','Halton Region','','','Omair Shahzad','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1384,'Mainstream Financial Group Inc.','Milton','Halton Region','','','Munib Siddiqui','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1385,'Meadowtowne Realty Inc.','Milton','Halton Region','royallepage.ca','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1386,'Meridian Sales & Appraisals Inc.','Milton','Halton Region','practice4sale.ca','','Danny Rustom','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1387,'Minmaxx Realty Inc.','Milton','Halton Region','minmaxx.com','','Azim Abbas Rizvee','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1388,'Prestige Real Estate Centre Inc.','Milton','Halton Region','prestigerealestate.ca','','Furqan Haider','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1389,'Proclient Brokers Inc.','Milton','Halton Region','proclient.ca','','Muhammad Alam Qureshi','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1390,'Re/max Real Estate Centre Inc.','Milton','Halton Region','remaxcentre.ca','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1391,'Revel Realty Inc.','Milton','Halton Region','revelrealty.ca','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1392,'Saigal Realty Inc.','Milton','Halton Region','saigalrealty.ca','','Swaleh Saigal','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1393,'Sam Mcdadi Real Estate Inc.','Milton','Halton Region','mcdadi.com','','Leonard Howell','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1394,'Sanghera Realty Inc.','Milton','Halton Region','','','Amarjit Kaur Sanghera','2024-01-29 17:31:35','2023-12-20 16:49:40'),
(1395,'Save Max Real Estate Inc.','Milton','Halton Region','savemax.ca','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1396,'Soldbig Realty Inc.','Milton','Halton Region','soldbigrealty.com','','','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1397,'Tango Realty Inc.','Milton','Halton Region','','','Alberta R.m. Malic','2024-01-31 12:27:23','2023-12-20 16:49:40'),
(1398,'The Olive Tree Realty Inc. Brokerage','Milton','Halton Region','','','Hysen Kolimja','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1399,'Tom Snow Realty Inc.','Milton','Halton Region','tomsnow.ca','','Thomas William Snow','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1400,'Town Or Country Real Estate (halton) Ltd.','Milton','Halton Region','townorcountry.ca','','Dennis Charles Horton','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1401,'Tristan Scott Real Estate Brokerage Inc.','Milton','Halton Region','','','Tristan Damian Scott','2023-12-20 16:49:40','2023-12-20 16:49:40'),
(1402,'Victor Domingues Realty Inc.','Milton','Halton Region','','','Victor Nuno Domingues','2024-01-29 17:32:34','2023-12-20 16:49:40'),
(1403,'100 Acres Realty Inc.','Mississauga','Peel Region','100acres.ca','','Rajwinder Kaur Dhillon','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1404,'1000059635 Ontario Inc.','Mississauga','Peel Region','savemaxpioneer.com','','Ashutosh Kumar Pandey','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1405,'1000063733 Ontario Inc.','Mississauga','Peel Region','savemax.com','','Abhishek Grover','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1406,'1000085532 Ontario Inc.','Mississauga','Peel Region','rightathomerealty.com','','','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1407,'1000283979 Ontario Inc.','Mississauga','Peel Region','','','Tom Warren Zarecky','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1408,'1000363822 Ontario Inc.','Mississauga','Peel Region','','','Vikram Kondathasula','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1409,'10045047 Canada Inc.','Mississauga','Peel Region','mcnaughtrealestate.com','','Cory Mcnaught','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1410,'10441031 Canada Ltd.','Mississauga','Peel Region','iantorontorealestate.com','','Ian Jacob Rempel','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1411,'11390023 Canada Inc.','Mississauga','Peel Region','bluuglass.com','','Patrice Roy','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1412,'11550918 Canada Inc.','Mississauga','Peel Region','cosmorealty.ca','','','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1413,'1822693 Ontario Inc.','Mississauga','Peel Region','','','Praveen Mitera','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1414,'1965128 Ontario Inc.','Mississauga','Peel Region','zuminrealestate.ca','','Harminder Kaur Rai-pannu','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1415,'2 Percent Realty Inc.','Mississauga','Peel Region','2percentrealty.ca','','','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1416,'2282255 Ontario Inc.','Mississauga','Peel Region','laroseteam.com','','Marlene Marta Baur','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1417,'2468402 Ontario Inc.','Mississauga','Peel Region','cbsunrealty.com','','Gurcharan Singh Badial','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1418,'247 Realty Inc.','Mississauga','Peel Region','homelife247realty.com','','Punya Shahi','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1419,'2532686 Ontario Inc.','Mississauga','Peel Region','newerarealestate.ca','','John Martino','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1420,'2570924 Ontario Inc.','Mississauga','Peel Region','westonrp.com','','Kyle Charles Somerville','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1421,'2601373 Ontario Inc.','Mississauga','Peel Region','','','Rajan Vanaik','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1422,'2641504 Ontario Inc.','Mississauga','Peel Region','','','Asif Hussain','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1423,'2699521 Ontario Inc.','Mississauga','Peel Region','','','Jagdev Singh Sekhon','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1424,'2706375 Ontario Inc.','Mississauga','Peel Region','savemax.com','','Nitin Malik','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1425,'2723864 Ontario Inc.','Mississauga','Peel Region','','','Mohammed Mustafa Zia','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1426,'2779028 Ontario Inc.','Mississauga','Peel Region','','','Shakeel Alam','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1427,'2805467 Ontario Inc','Mississauga','Peel Region','','','Balraj Singh Cheema','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1428,'2810074 Ontario Inc.','Mississauga','Peel Region','','','Naveed Hussain','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1429,'2817660 Ontario Inc.','Mississauga','Peel Region','','','','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1430,'2825401 Ontario Inc.','Mississauga','Peel Region','ashtewary.com','','Ashok Tewary','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1431,'2837763 Ontario Inc.','Mississauga','Peel Region','remaxex.com','','Gurvinder Singh Dhillon','2023-12-20 16:49:45','2023-12-20 16:49:45'),
(1432,'2842451 Ontario Inc.','Mississauga','Peel Region','homeandbusinessrealty.ca','','Nazar Qusay Hameed','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1433,'5020992 Ontario Inc.','Mississauga','Peel Region','preconrealestate.ca','','Aman Kapoor','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1434,'6913148 Canada Inc','Mississauga','Peel Region','','','Alexandra Markova','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1435,'9837973 Canada Inc.','Mississauga','Peel Region','myinvestmentbrokers.com','','Michael Jawanda','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1436,'A R Business Brokers Inc.','Mississauga','Peel Region','aldrin.ca','','Aldrin Raphael Fernandes','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1437,'A Tous Real Estate Ltd. Brokerage','Mississauga','Peel Region','','','Mohamad Taghizadeh-toussi','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1438,'A.m.c. Real Estate Ltd.','Mississauga','Peel Region','','','Antonio Maggio','2024-01-31 12:11:50','2023-12-20 16:49:46'),
(1439,'Aaa Realty Inc.','Mississauga','Peel Region','aaarealty.ca','','Muhammad Javed','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1440,'Accorland Realty Inc.','Mississauga','Peel Region','realtyhighland.com','','Siqian Du','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1441,'Accsell Realty Inc.','Mississauga','Peel Region','accsell.com','','','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1442,'Ace Team Realty Inc','Mississauga','Peel Region','manojarora.com','','Manoj Kumar Arora','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1443,'Acres Real Estate Inc','Mississauga','Peel Region','acresrealestate.com','','Paramjit S. Sidhu','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1444,'Active Lifestyles Ltd.','Mississauga','Peel Region','','','James Claude Rathgeber','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1445,'Advisors Realty Corporation','Mississauga','Peel Region','advisors-realty.com','','Francis D\'atri-guiran','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1446,'Agent Pronto Canada Ltd.','Mississauga','Peel Region','','','Martin W Nash','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1447,'Aimhome Realty Inc.','Mississauga','Peel Region','aimhomerealty.ca','','','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1448,'Ak Empire Inc.','Mississauga','Peel Region','','','Amritpreet Kaur','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1449,'Alan Rozario','Mississauga','Peel Region','','','Alan Rozario','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1450,'Aleksic Realty Inc.','Mississauga','Peel Region','aleksicrealty.com','','George Aleksic','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1451,'Altex Realty Services Inc.','Mississauga','Peel Region','soldonaltex.ca','','Walter Azevedo','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1452,'Andrew Doroszko Real Estate Inc.','Mississauga','Peel Region','','','Andrew Doroszko','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1453,'Arista Real Estate Ltd','Mississauga','Peel Region','','','George K Kouretsos','2023-12-20 16:49:46','2023-12-20 16:49:46'),
(1454,'Arrow 1st Canadian Realty (ontario) Inc','Mississauga','Peel Region','','','Norman Nirbhai Singh Sidhu','2023-12-20 16:49:46','2023-12-20 16:49:46'),
